Hinglish,hindi
lutaaun,लुटाऊं
kesh,केश
dhaatum,ढातुम
chalaata,चलाता
udaave,उड़ावे
bhejiyo,भेजियो
rooyegi,रोयेगी
barasengi,बरसेंगी
chabiyan,चाभियाँ
tiku,टिकु
sagara,सगरा
mitaati,मिटाती
dokha,धोखा
chugane,चुगने
fulakaareeyaa,फुलकारियाँ
chingaareeyaa,चिन्गारियाँ
phiraan,फिराँ
dulhaare,दुलारे
dulaare,दुलारे
sajaayegi,सजाएगी
sajayegi,सजाएगी
bandhake,बाँधके
dolat,डोलत
mridang,म्रिदंग
kran,क्रन
titakita,तितकित
naalon,नालों
huunhii,हूँही
tehaare,तेहारे
khevadiyaan,खेवड़ियाँ
nahaye,नहाए
satanaam,सतनाम
vaaheguru,वाहेगुरु
naanak,नानक
dukhiyaan,दुखियां
gurudvaare,गुरुद्वारे
nikaas,निकास
lijai,लीजै
kirat,किरत
kirapa,किरपा
melo,मेलो
visafarame,विसफ़रमे
ujal,उजल
niragun,निरगुण
siyaane,सियाने
sarab,सरब
gyaata,ग्याता
jant,जंत
saran,सरन
chint,चिंत
tudh,तुध
aradaase,अरदासे
akaal,अकाल
bimaaron,बीमारों
pahuncho,पहुँचो
gusa,ग़ुसा
jaduugarani,जदूगरनी
hamjaan,हम्जान
khilaay,खिलाय
sunaay,सुनाय
sulaay,सुलाय
mukaddar,मुकद्दर
assalaam,अस्सलाम
vaalekum,वालेकुम
jhulun,झूलूं
dekun,देकूं
biskut,बिस्कुट
chamacha,चमचा
paaket,पाकेट
balavaanon,बलवानों
gote,गोटे
anda,अंडा
kachare,कचरे
bholenath,भोलेनाथ
kush,खुश
banani,बनानी
fal,फल
nibhaani,निभानी
kalyaani,कल्याणी
chadhaayuunga,चढ़ाऊँगा
bolie,बोलिए
bolengee,बोलेंगी
jhuulenge,झूलेंगे
birange,बिरंगे
doshaala,दोशाला
loi,लोई
sautela,सौतेला
hatake,हटके
hatke,हटके
hattke,हटके
lahanga,लहंगा
jaisalamer,जैसलमेर
sanasani,सनसनी
sadqe,सद्क़े
pahanaataa,पहनाता
besur,बेसुर
moshaay,मोशाय
ami,अमी
goshti,गोष्टि
jamaayenge,जमाएंगे
nayiya,नईया
teg,तेग
senk,सेंक
sanhaar,संहार
nishumbh,निशुम्भ
janme,जन्मे
taanka,टांका
chumbak,चुम्बक
lataka,लटका
toduungi,तोड़ूंगी
udungi,उड़ूँगी
udoongi,उड़ूँगी
dukhaate,दुखाते
laajon,लाजों
ganvaauun,गँवाऊँ
kyaari,क्यारी
gor,गोर
hashr,हश्र
taabaan,ताबाँ
jhilmilaayenge,झिलमिलाएंगे
dilbaron,दिलबरों
dilbaro,दिलबरों
tamannaayein,तमन्नायें
piyein,पियें
bagalagir,बगलगीर
udaasiyaan,उदासियाँ
butaan,बुतान
butakade,बुतकदे
tishnaa,तिश्ना
naaseh,नासेह
intehaan,इन्तेहाँ
rahanuma,रहनुमा
irafaan,इरफ़ान
baqa,बक़ा
chekunam,चेकुनम
dukhe,दुखे
dukhaya,दुखाया
thele,ठेले
phaakon,फाकों
ladaati,लड़ाती
pahunchane,पहुँचने
chade,चड़े
hansaanewaala,हँसानेवाला
uthaanewaala,उठानेवाला
jalaanewaala,जलानेवाला
bachein,बचें
jhaar,झार
memasaab,मेमसाब
joshi,जोशी
bithaati,बिठाती
sataravaan,सतरवां
laagega,लागेगा
khusur,खुसुर
phusur,फुसुर
uthaauunga,उठाऊँगा
hazin,हज़ीं
khulin,खुलीं
pukaarega,पुकारेगा
aazamaaen,आज़माएँ
bhaati,भाती
chanashyaam,चनश्याम
herat,हेरत
pakhiyaan,पखियाँ
sajaayee,सजायी
banavaayuun,बनवाऊँ
khench,खेंच
tadapaayuun,तड़पाऊँ
kanakhiyon,कनखियों
jaahir,जाहिर
musaafat,मुसाफ़त
dhunata,धुनता
masalaht,मसलह्त
guftaar,ग़ुफ़्तार
jumlaa,जुम्ला
laraz,लरज़
dabo,डबो
kukuk,कुकुक
kukukukukuk,कुकुकुकुकुक
mahanga,महंगा
mehenga,महंगा
chhupaalo,छुपालो
karaado,करादो
sajaado,सजादो
jumaru,जुमरू
kich,किच
kurr,कुर्र
agali,अगली
maheenon,महीनों
mahino,महीनों
naayak,नायक
khalanaayak,खलनायक
khalnaayak,खलनायक
duhkhadaayak,दुःखदायक
laayak,लायक
taula,तौला
rite,रीते
taraara,तरारा
chana,चना
maroda,मरोड़ा
pukaaraan,पुकारां
jodega,जोड़ेगा
phodega,फोड़ेगा
nibhaayega,निभाएगा
chukaayega,चुकाएगा
karaayega,कराएगा
dhamaake,धमाके
dafanaaya,दफ़नाया
ajaab,अजाब
sabaab,सबाब
chidi,चिड़ी
lui,लुई
nikharegi,निखरेगी
khaaki,खाकी
bikam,बिकम
non,नोन
jaanda,जांदा
aasaani,आसानी
idle,इड्ली
kalaaiyaan,कलाइयां
manahuus,मनहूस
mohalla,मोहल्ला
sthaan,स्थान
prabal,प्रबल
phikr,फिक्र
upachaar,उपचार
jaap,जाप
bhaagyavati,भाग्यवती
putravati,पुत्रवती
mangalamay,मंगलमय
manaaluun,मनालूँ
gunahagaari,ग़ुनहगारी
maasuumi,मासूमी
pachhataaya,पछताया
pachhataya,पछताया
dilabarajaaniyaan,दिलबरजानियां
ghaatiyon,घाटियों
bhaalo,भालो
baashi,बाशी
jaavaan,जावां
naiyo,नैयो
daaing,डाइंग
laaing,लाइंग
flaaing,फ़्लाइंग
gaaing,गाइंग
akkal,अक्कल
idiyat,इडियट
kaandha,कांधा
gunchon,गुंचों
huuron,हूरों
katthe,कत्थे
kaulej,कौलेज
sirafirii,सिरफ़िरी
mekap,मेकप
gad,गड़
gadh,गड़
ghume,घूमे
change,चंगे
taap,ताप
kaagazo,कागज़ों
jagamagaaegi,जगमगाएगी
jagamagaayegi,जगमगाएगी
baila,बाइला
rahmat,रह्मत
rahumat,रह्मत
bandaaparavar,बंदापरवर
samajhiye,समझिये
rakhiyegaa,रखियेगा
samajhiiyegaa,समझीयेगा
sanvaaregii,सँवारेगी
utaaregii,उतारेगी
hamanazar,हमनज़र
motiyan,मोतियन
maastarji,मास्टर्जी
zarda,ज़र्दा
agarbatti,अगर्बत्ती
magarbatti,मगर्बत्ति
kambal,कम्बल
koote,कूटे
bindi,बिंदी
chukaayen,चुकाएं
pahanoon,पहनूँ
pahanuun,पहनूँ
pehnoon,पहनूँ
pahnoo,पहनूँ
ubhaaron,उभारों
uchhalata,उछलता
gulazaaro,गुलज़ारो
acchon,अच्छों
jap,जप
sovega,सोवेगा
charaagaan,चराग़ाँ
ghutati,घुटती
hamahi,हमही
tabedaar,तबेदार
lautanaa,लौटना
kaatenge,काटेंगे
saansu,साँसू
nainaamaari,नैनामारी
haanke,हाँके
manaakar,मनाकर
goliyon,गोलियों
bayaani,बयानी
bulaava,बुलावा
jaayiyo,जाइयो
vasuul,वसूल
budha,बूढ़ा
kaison,कैसों
vaison,वैसों
harik,हरिक
baguule,बगूले
rupp,रुप्प
dabate,दबते
adaalat,अदालत
muqadama,मुक़दमा
vakil,वकील
kalama,कलमा
kalma,कलमा
kitaabi,किताबी
kitabi,किताबी
vaqaalat,वक़ालत
ramaai,रमाई
pahani,पहनी
rangaauungi,रँगाऊँगी
jhaanjhe,झाँझे
chahakta,चहकता
juuliyat,जूलियट
manaayegi,मनाएगी
bezabaani,बेज़बानी
rahabar,रहबर
rehbar,रहबर
aashaayein,आशायें
duniyaayein,दुनियाएं
chhupaani,छुपानी
ribaa,रीबा
ruubaa,रूबा
satakarmon,सतकर्मों
dushkarmon,दुष्कर्मों
giradhaari,गिरधारी
gvaalon,ग्वालों
balaraam,बलराम
duhaiyaa,दुहैया
rachaiyaa,रचैया
rachaiya,रचैया
kajarava,कजरवा
maadho,माधो
basaiya,बसैया
bhagaton,भगतों
pahuunche,पहूँचे
baansariwaala,बाँसरीवाला
jhuta,झुटा
balati,बलती
ikale,इकले
kadu,कदू
baajaaya,बाजाया
nibu,नीबू
majiraa,मजीरा
turaiya,तुरैया
purabaiya,पुरबैया
ballu,बल्लू
bhondu,भोंदू
vaako,वाको
jaako,जाको
maawas,मावस
jilaave,जिलावे
raakhe,राखे
saayiyaan,साइयाँ
mariye,मरिये
raadheshyaam,राधेश्याम
kapaat,कपाट
basan,बसन
naman,नमन
gunagunaao,गुनगुनाओ
konpalein,कोंपलें
ris,रिस
panchhiyon,पंछियों
thirakta,थिरकता
bachiyo,बचियो
chhaliyon,छलियों
miini,मीनी
lubhaae,लुभाए
lubhaaye,लुभाए
dikhegi,दिखेगी
gavaiya,गवैया
ravaiya,रवैया
kabahi,कबही
hirs,हिर्स
biso,बिसो
saraniguun,सरनिगूँ
nasim,नसीम
zamaanevaale,ज़मानेवाले
pilaanevaale,पिलानेवाले
lagaale,लगाले
lagaanevaale,लगानेवाले
nibhaanevaale,निभानेवाले
jiyoonga,जियूंगा
jiyuunga,जियूंगा
piyoonga,पियूंगा
chunanaa,चुनना
lajaawe,लजाए
kasne,कसने
sehlayein,सहलाएं
aarizi,आरीज़ी
jaawidaan,जाविदाँ
aastaan,आस्ताँ
aasataan,आसताँ
salaamiyaan,सलामियाँ
rashq,रश्क़
khevanahaaraa,खेवनहारा
paavas,पावस
abhigyaan,अभिग्यान
shaakuntal,शाकुन्तल
abhinay,अभिनय
suta,सुता
shakuntala,शकुन्तला
dushhyant,दुष्यन्त
tapasvini,तपस्विनि
puurn,पूर्ण
drishhti,द्रिष्टी
gandharv,गन्धर्व
vivaah,विवाह
prasthaan,प्रस्थान
kintu,किन्तु
akulaaye,अकुलाये
bidaai,बिदाइ
aashram,आश्रम
hirana,हिरणा
durvaasa,दुर्वासा
shaap,शाप
bhulaate,भुलाते
kalankini,कलंकिनी
dharitri,धरित्री
khivayya,खिवय्या
maasi,मासी
